name,price_eur,display_inch,display_cm,display_resolution,display_ratio,weight_kg,height_mm,width_mm,depth_mm,operating_system,cpu_processor,ram_memory,gpu_integrated,gpu_extra,internal_storage_gb,storage_type,battery_life_h,battery_capacity_wh,psu_watts,audio_system,speakers_count,has_touchscreen,keyboard_backlit,keyboard_numpad,has_webcam,has_bluetooth,bluetooth_version,wifi_standard,product_ean,product_sku,release_year,category
Microsoft Surface Laptop 5 15IN I7/32/1TB,2557.86,15.0,38.1,2496x1664,3:2,1.56,14.7,340.0,244.0,Windows 11 Pro,i7-1265U,32.0,Intel Iris Xe Graphics,,1.0,SSD,17.0,47.4,65.0,Dolby Atmos,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388050659.0,RL1-00005,2022.0,Notebooks
Lenovo ThinkPad T14s G6 Intel Core i7-1255U WUXGA 16GB 512GB SSD UMA W10P DG WWAN 4G,1539.93,14.0,35.6,1920x1200,16:10,1.21,16.9,317.5,226.9,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,Dolby Audio,2.0,True,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),196801769298.0,21BR00CPGE,,Notebooks
Lenovo V15 G4 AMN RYZ3-7320U/8GB/256SSD/FHD/matt/noOS,365.49,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,196803653007.0,82YU00P0GE,,Notebooks
Lenovo Z16 G1 AMD Ryzen 7 Pro 6850H WUXGA 16GB 512GB SSD UMA WWAN No W11P Artic Grey,1274.29,16.0,40.6,1920x1200,16:10,1.81,15.8,354.4,237.4,Windows 11 Pro,AMD SoC,16.0,AMD Radeon 680M,,512.0,SSD,,72.0,135.0,Dolby Atmos,2.0,False,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),196801794511.0,21D4002TGE,,Notebooks
"Terra MOBILE 1500 Ryzen 5 5500U, 8GB 500GB SSD",699.0,15.6,39.6,1920x1080,16:9,1.6,19.9,360.0,239.0,Windows 11 Home,5500U,8.0,AMD Radeon Graphics,,500.0,SSD,6.0,,,,,False,True,True,True,True,5.0,Wi-Fi 5 (802.11ac),4039407067268.0,1220728,,Notebooks
"Apple MacBook Pro M1 Pro chip with 10-core CPU and 16-core GPU, 16GB,1TB SSD, grau",2304.99,14.2,36.1,3024x1964,,1.6,15.5,312.6,221.2,macOS Monterey,M1 Pro,16.0,Apple GPU,,1000.0,SSD,,70.0,96.0,,6.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),194252549537.0,MKGQ3D/A,,Notebooks
Fujitsu Lifebook E5411 FHD i3-1115G4 8GB 256GBSSD W10P,597.48,14.0,35.6,1920x1080,,1.79,23.9,333.6,234.0,Windows 10 Pro,i3-1115G4,8.0,Intel® UHD Graphics,,256.0,SSD,,50.0,65.0,,2.0,False,False,False,True,True,5.1,Wi-Fi 6 (802.11ax),4063872949842.0,VFY:E5411MF3AMDE,,Notebooks
Lenovo ThinkPad X1 Nano G2 i7-1260P 16GB/1TB SSD 2K 5G W10P,2084.28,13.0,33.0,2160x1350,16:10,0.966,14.4,293.2,208.0,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,1.0,SSD,,49.5,65.0,Dolby Atmos,4.0,False,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),196801646025.0,21E80039GE,,Notebooks
"Acer Notebook TravelMate P4 Spin 14 TMP414RN-53-TCO - 35.6 cm (14""",1384.97,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121662898.0,NX.B22EG.00C,,Notebooks
Lenovo X13 AMD G3 / R5 PRO 6650U / 16GB / 512GB SSD / No WWAN / Win 10 Pro DG,1305.89,13.3,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,8592978419431.0,21CM002GGE_WO,,Notebooks
MSI CreatorPro M15 A11UIS-809 i711800H/16GB/1TBSSD/RTXA W11P,1575.22,6.0,39.6,1920x1080,,1.86,21.7,359.0,254.0,Windows 11 Pro,Intel HM570,16.0,Intel® UHD Graphics,NVIDIA RTX A1000,1000.0,SSD,,51.0,120.0,,2.0,False,True,False,True,True,5.2,Wi-Fi 6 (802.11ax),4719072954673.0,0016R6-809,,Notebooks
MSI CreatorPro Z17 HX A13VJT-221 i9-13980HX/RTX2000 W11P,4277.99,17.3,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711377112871.0,0017N2-221,,Notebooks
FUJITSU CELSIUS H7613 I7-13850HX 4K,3529.58,16.0,40.6,3840x2400,16:10,2.53,26.4,370.0,264.5,Windows 11 Pro,i7-13850HX,32.0,Intel® UHD Graphics,NVIDIA RTX 2000,1.0,SSD,8.0,94.95,230.0,,2.0,False,True,True,True,True,5.2,Wi-Fi 6E (802.11ax),4065221953388.0,VFY:H7613W17AMDE,,Notebooks
Fujitsu LIFEBOOK U7511 FHD i5-1135G7 16GB 512GBSSD ohne OS,787.26,14.0,39.6,1920x1080,,1.5,18.1,357.0,230.0,Windows 10 Pro,i5-1135G7,16.0,Intel Iris Xe Graphics,,512.0,SSD,,65.0,65.0,,2.0,False,False,True,True,True,5.1,Wi-Fi 6 (802.11ax),4065221312017.0,LKN:U7511M0010DE,,Notebooks
Microsoft Surface Laptop 5 - i5/ 8GB/ 256GB schwarz W10P,1252.85,5.0,34.3,2256x1504,3:2,1.3,14.5,308.0,223.0,Windows 10 Pro,i5-1245U,8.0,Intel Iris Xe Graphics,,256.0,SSD,18.0,47.4,65.0,,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388011308.0,R1B-00030,2022.0,Notebooks
FUJITSU CELSIUS H5511 I5-1135G7 FHD HDR,1863.28,15.6,39.6,1920x1080,16:9,1.9,20.8,363.0,249.0,Windows 10 Pro,i5-1135G7,16.0,Intel Iris Xe Graphics,NVIDIA T500,512.0,SSD,,69.7,95.0,,,False,True,True,True,True,5.1,Wi-Fi 6 (802.11ax),4065221783169.0,VFY:H551EWC51MDE,,Notebooks
Lenovo Z13 G1 AMD Ryzen 7 Pro 6850U WUXGA 16GB 512GB SSD UMA WWAN 4G W11P Arctic Grey,1390.44,13.3,33.8,1920x1200,16:10,1.19,14.0,294.4,199.6,Windows 11 Pro,AMD SoC,16.0,AMD Radeon 680M,,512.0,SSD,,51.5,65.0,Dolby Atmos,2.0,False,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),196801629158.0,21D2002AGE,,Notebooks
Lenovo V17 G4 IRU i U300/8GB/256SSD/FHD/matt/noOS,434.99,17.3,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,196804359823.0,83A2000RGE,,Notebooks
Acer Chromebook Enterprise Spin 13 CP713-2W-33PD Ci3-10110U/8GB DDR4/128GB SSD,632.53,13.4,34.3,2256x1504,3:2,1.37,16.8,300.6,235.0,Chrome OS,i3-10110U,8.0,Intel® UHD Graphics,,128.0,SSD,10.0,48.0,45.0,,2.0,True,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),4710886331339.0,NX.HQBEG.001,,Notebooks
Dell LATITUDE 5340 I5-1345U 16GB,1213.82,13.3,33.8,1920x1080,16:9,1.23,1.68,305.7,207.5,Windows 11 Pro,i5-1345U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,54.0,65.0,MaxxAudio,2.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184805879.0,NNFC7,,Notebooks
Dell PRECISION 3480 I7-1370P 32GB,1994.19,14.0,35.6,1920x1080,16:9,1.39,1.91,321.4,212.0,Windows 11 Pro,i7-1370P,32.0,Intel Iris Xe Graphics,NVIDIA RTX A500,512.0,SSD,,54.0,130.0,MaxxAudio,2.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184803332.0,HK3N7,,Notebooks
Acer ACER TM P4 P414-53-58XQ 14 i5 W11P WUXGA IPS,1077.97,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121662607.0,NX.VZTEG.004,,Notebooks
Fujitsu LIFEBOOK E5512 FHD 15 i7 W11P,1529.18,15.6,39.6,1920x1080,,1.65,20.4,357.4,230.0,Windows 11 Pro,i7-1265U,32.0,Intel Iris Xe Graphics,,1000.0,SSD,,65.0,65.0,,2.0,False,True,True,True,True,5.2,Wi-Fi 6E (802.11ax),4065221864455.0,VFY:E5512MH7AMDE,,Notebooks
Fujitsu LIFEBOOK U9413 WUXGA 14 touch i7 W11P,2200.59,14.0,35.6,1920x1200,16:10,0.908,1.58,308.8,209.0,Windows 11 Pro,i7-1370P,32.0,Intel Iris Xe Graphics,,1.0,SSD,,64.0,65.0,,2.0,True,True,False,False,True,,Wi-Fi 6E (802.11ax),4065221930594.0,VFY:U9413MF7GMDE,,Notebooks
"Microsoft Surface Laptop5 512GB (15""/i7/16GB",2077.09,15.0,38.1,2496x1664,3:2,1.56,14.7,340.0,244.0,Windows 10 Pro,i7-1265U,16.0,Intel Iris Xe Graphics,,512.0,SSD,17.0,47.4,65.0,Dolby Atmos,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388050437.0,RIR-00028,2022.0,Notebooks
Acer Chromebook 514 CB514-1WT Core i5 1135G7 - 8 GB RAM 256 GB SSD Deutsch,633.76,14.0,35.6,1920x1080,16:9,1.4,19.3,323.0,219.8,ChromeOS,i5-1135G7,8.0,Intel Iris Xe Graphics,,256.0,SSD,10.0,48.0,45.0,,2.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),4711121561351.0,NX.AY7EG.005,,Notebooks
"Apple MacBook Air M2 (8 Core, 8 GB, 256 GB SSD",1174.81,13.0,34.5,2560x1664,,1.24,11.3,304.1,215.0,macOS Monterey,M2,8.0,Apple GPU,,256.0,SSD,,52.6,30.0,,4.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),194253081210.0,MLXY3D/A,2022.0,Notebooks
Lenovo ThinkPad P16v G1 i9-13900H 1x32/1TB A2000ADA W11P,2637.57,16.0,40.6,1920x1200,16:10,2.2,24.7,365.0,262.0,Windows 11 Pro,Intel SoC,32.0,Intel Iris Xe Graphics,NVIDIA RTX 2000,1.0,SSD,,90.0,170.0,Dolby Audio Premium,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197528623795.0,21FC002LGE,,Notebooks
Apple MacBook Pro M2 8/10Core/8GB/256GBSSD/Silber MacOS,1368.99,13.0,33.8,2560x1600,,1.4,15.6,304.1,212.4,macOS Monterey,M2,8.0,Apple GPU,,256.0,SSD,,58.2,67.0,,,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),194253138662.0,MNEP3D/A,2022.0,Notebooks
Fujitsu LIFEBOOK E5413 Intel Core i5-1335U - Schwarz,1078.4,14.0,35.6,1920x1080,,1.35,19.9,322.0,211.0,Windows 11 Pro,i5-1335U,8.0,Intel Iris Xe Graphics,,256.0,SSD,11.0,60.0,65.0,,2.0,False,False,False,True,True,,Wi-Fi 6E (802.11ax),4065221930105.0,VFY:E5413MF5HMDE,,Notebooks
"Fujitsu Celsius H780 i7-8750H 39,62cm 15,6Zoll FHD 16GB DDR4 512GB SSD PCIe NVidia Quadro P600 W10P",664.35,15.6,39.6,1920x1080,16:9,2.7,31.9,380.0,258.0,Windows 10 Pro,i7-8750H,16.0,Intel® UHD Graphics 630,NVIDIA® Quadro® P600,512.0,SSD,,,230.0,MaxxAudio,2.0,False,False,True,True,True,5.0,Wi-Fi 5 (802.11ac),4065221769941.0,VFY:H7800M17DMDE,,Notebooks
Dell Latitude 5540 XCTO BASE I7,1514.97,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,3000147953991.10-12,,Notebooks
Acer TM P414-52-7384 W11P i7-1260P/16GB/512GB SSD,1276.98,14.0,35.6,1920x1200,,1.5,17.9,319.9,229.9,Windows 11 Pro,i7-1260P,16.0,Intel Iris Xe Graphics,,512.0,SSD,9.0,56.0,65.0,,4.0,False,True,False,False,True,5.1,Wi-Fi 6 (802.11ax),4711121198984.0,NX.VV1EG.002,,Notebooks
Dell LATITUDE 3420,725.95,14.0,35.6,1920x1080,16:9,1.52,1.76,326.0,226.0,Windows 11 Pro,i5-1135G7,8.0,Intel Iris Xe Graphics,,256.0,SSD,,54.0,65.0,,2.0,False,True,False,True,True,,Wi-Fi 6 (802.11ax),5397184841969.0,J0NG3,,Notebooks
Dell LATITUDE 7440 I7-1365U 16GB 512GB 14IN FHD+ W11P,1757.9,14.0,35.6,1920x1200,16:10,1.32,1.71,313.0,222.8,Windows 11 Pro,i7-1365U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,MaxxAudio Pro,4.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184808238.0,PD7X7,,Notebooks
LENOVO TP X1 YOGA G8 I5-1335U 16GB,2277.53,14.0,35.6,1920x1200,16:10,1.38,15.5,314.4,222.3,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,Dolby Atmos,4.0,True,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529220269.0,21HQ004KGE,,Notebooks
Lenovo TP P1 G4 I7-11800H 16GB 512GB SSD A2000 WQXGA W11P,2018.91,16.0,40.6,2560x1600,16:10,1.81,17.7,359.5,253.8,Windows 11 Pro,Intel WM590,16.0,Intel® UHD Graphics,NVIDIA RTX A2000,512.0,SSD,10.9,90.0,170.0,Dolby Atmos,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529175378.0,20Y300B2GE,,Notebooks
Microsoft Surface Laptop 5 i7 16GB 256GB 2256x1504/Touch/platin W10P,1805.59,13.5,34.3,2256x1504,3:2,1.3,14.5,308.0,223.0,Windows 10 Pro,i7-1265U,16.0,Intel Iris Xe Graphics,,256.0,SSD,18.0,47.4,65.0,,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388039357.0,RB2-00005,2022.0,Notebooks
Fujitsu Lifebook U7411 Intel Core i5-1135G7 FHD 1x16GB 512GB SSD LTE W10P,1073.81,14.0,35.6,1920x1080,,1.2,17.9,322.0,211.0,Windows 10 Pro,i5-1135G7,16.0,Intel Iris Xe Graphics,,512.0,SSD,,65.0,,,2.0,False,False,False,True,True,5.1,Wi-Fi 6 (802.11ax),4065221005551.0,VFY:U7411M15AMDE,,Notebooks
"Microsoft Notebook Surface Laptop 5 - i5/ 8GB/ 256GB W11P, schwarz",1107.99,13.5,34.3,2256x1504,3:2,1.3,14.5,308.0,223.0,Windows 11 Pro,i5-1245U,8.0,Intel Iris Xe Graphics,,256.0,SSD,18.0,47.4,65.0,,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388010820.0,R1A-00030,2022.0,Notebooks
"Microsoft Notebook Surface Laptop 5 - i7/16GB/ 256GB W11P, schwarz RI9-00028",1570.06,15.0,38.1,2496x1664,3:2,1.56,14.7,340.0,244.0,Windows 11 Pro,i7-1265U,16.0,Intel Iris Xe Graphics,,256.0,SSD,17.0,47.4,65.0,Dolby Atmos,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388049110.0,RI9-00028,2022.0,Notebooks
Terra MOBILE 1592 i7-1260P 16GB 1TB SSD,1699.0,15.6,39.6,1920x1080,16:9,1.7,15.0,355.0,230.0,Windows 11 Pro,i7-1260P,16.0,Intel Iris Xe Graphics,,1.0,SSD,20.0,,,,,False,True,False,True,True,5.2,Wi-Fi 6 (802.11ax),4039407075652.0,1220777,,Notebooks
Acer ChromeBook Spin 512 R853TA-C9VY N5100/4GB LPDDR4X/32GB eMMC,410.5,12.0,30.5,1366x912,,1.3,21.1,296.0,230.6,Chrome OS,N5100,4.0,Intel® UHD Graphics,,32.0,Flash,12.0,48.0,45.0,,2.0,True,False,False,True,True,5.0,Wi-Fi 6 (802.11ax),4710886481423.0,NX.A91EG.001,,Notebooks
LENOVO ThinkBook 16 G6 Intel Core i7-13700H WUXGA 16GB 512GB SSD UMA W11P No WWAN Arctic Grey TopSeller,1017.38,16.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,197528362441.0,21KH0012GE,,Notebooks
Acer Notebook TravelMate P6 14 TMP614-53-TCO - Intel Core i7-1355U - Galaxy Black,1454.28,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121662928.0,NX.B0AEG.003,,Notebooks
ACER TM P614-53-TCO-543T W11P i5-1345U/16GB/512GB SSD,1528.99,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121662942.0,NX.B30EG.003,,Notebooks
Dell LATITUDE 5340 I5-1335U 16GB,1112.05,13.3,33.8,1920x1080,16:9,1.23,1.68,305.7,207.5,Windows 11 Pro,i5-1335U,16.0,Intel Iris Xe Graphics,,256.0,SSD,,54.0,65.0,MaxxAudio,2.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184805862.0,FFPVJ,,Notebooks
LENOVO ThinkPad T14s G4 AMD Ryzen 7 Pro 7840U WUXGA 32GB 1TB SSD UMA W11P WWAN 4G Black TopSeller,2089.0,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,197532574649.0,21F8002TGE,,Notebooks
Apple MacBook Pro M2 Max 30-Core/32GB/1TBSSD/Spacegr MacOS,3311.14,14.0,36.1,3024x1964,,1.63,15.5,312.6,221.2,macOS Ventura,M2 Max,32.0,Apple GPU,,1.0,SSD,,70.0,96.0,,6.0,False,True,False,True,True,5.3,Wi-Fi 6E (802.11ax),194253318750.0,MPHG3D/A,2023.0,Notebooks
MSI Creator Z16 HX Studio B13VFTO-053 i7-13700HX/RTX4060 W11P,3597.99,16.0,40.6,2560x1600,,2.35,18.4,359.0,256.0,Windows 11 Pro,Intel HM770,32.0,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4060,2000.0,SSD,,90.0,280.0,,2.0,False,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4711377077439.0,0015G2-053,,Notebooks
Acer Notebook TravelMate P6 14 TMP614-53-TCO - Intel Core i5-1335U - Galaxy Black,1326.92,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121662911.0,NX.B0AEG.002,,Notebooks
Acer ACER TM Spin P4 P414RN-53-TCO-565L 14T i5 W11P,1218.97,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121662829.0,NX.B22EG.00A,,Notebooks
Dell LATITUDE 7440 I5-1345U 16GB 512GB 14IN FHD+ W11P,1415.69,14.0,35.6,1920x1200,16:10,,,,,Windows 11 Pro,i5-1345U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,MaxxAudio Pro,4.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184808214.0,7VJJP,,Notebooks
Dell Latitude 7640 i7-1365U FHD+ 16GB 512GB SSD Intel Iris Xe IR Cam &amp; Mic 3 Cell WLAN Backlit Kb W11P,1791.83,16.0,40.6,1920x1200,16:10,1.84,1.84,358.0,250.4,Windows 11 Pro,i7-1365U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,,4.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184808771.0,G6R02,,Notebooks
Lenovo TP E15 G4 R5-5625U 16GB,1012.95,15.6,39.6,1920x1080,16:9,1.78,18.9,365.0,240.0,Windows 11 Pro,AMD SoC,16.0,AMD Radeon Graphics,,512.0,SSD,12.0,57.0,65.0,Dolby Audio,2.0,False,True,True,True,True,5.2,Wi-Fi 6 (802.11ax),196379864630.0,21ED004NGE,,Notebooks
Gigabyte GBT G5 MF-E2DE333SD i5 DOS FHD 144Hz,1021.58,15.6,39.6,1920x1080,16:9,1.9,22.7,360.0,238.0,FreeDOS,i5-12500H,8.0,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4050,512.0,SSD,,54.0,150.0,DTS:X Ultra,2.0,False,True,True,True,True,5.2,Wi-Fi 6E (802.11ax),4719331852566.0,G5 MF-E2DE333SD,,Notebooks
Terra Mobile 1716T i3-1115G4 W11,699.0,3.0,43.9,1920x1080,16:9,2.4,24.8,400.0,268.0,Windows 11 Home,i3-1115G4,8.0,Intel® UHD Graphics,,500.0,SSD,6.0,,,,,False,True,True,True,True,5.2,Wi-Fi 6 (802.11ax),4039407075096.0,1220776,,Notebooks
Dell LATITUDE 9440 I7-1365U 16GB,2699.07,14.0,35.6,2560x1600,,1.53,1.49,310.5,215.0,Windows 11 Pro,i7-1365U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,60.0,65.0,MaxxAudio Pro,4.0,True,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184803127.0,DKM15,,Notebooks
Apple MacBook Pro Z175 Apple M2 Max 12C CPU/30C GPU/16C N.E. 32GB 1TB SSD 140W USB-C DE - Grau,3648.99,2.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4066582424098.0,Z175V1D/A,,Notebooks
Fujitsu LIFEBOOK E5412 FHD i5-1235U 1x8GB 256SSD W11P,993.62,14.0,35.6,1920x1080,,1.35,19.9,322.0,211.0,Windows 11 Pro,i5-1235U,8.0,Intel Iris Xe Graphics,,256.0,SSD,10.5,60.0,65.0,,,False,False,False,False,True,5.3,Wi-Fi 6E (802.11ax),4065221864363.0,VFY:E5412MH5BMDE,,Notebooks
Microsoft Surface Pro 9 i7 16GB 1TB platin 2880x1920 W10P,2384.99,13.0,33.0,2880x1920,3:2,0.879,209.0,287.0,9.3,Windows 10 Pro,i7-1265U,16.0,,,,SSD,15.5,47.7,65.0,Dolby Atmos,2.0,False,False,False,True,True,5.1,Wi-Fi 6E (802.11ax),196388051304.0,S8V-00004,,Notebooks
MSI Stealth 15 A13VF-052 - Intel Core i7 13620H / 2.4 GHz - Win 11 Home - GeForce RTX 4060 - 16 GB RAM - 1 TB SSD NVMe OLED 2,2318.04,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711377092029.0,0016V6-052,,Notebooks
Fujitsu LIFEBOOK E5413 FHD i5-1335U 16GB 512GBSSD W11P,1232.89,14.0,35.6,1920x1080,,1.35,19.9,322.0,211.0,Windows 11 Pro,i5-1335U,16.0,Intel Iris Xe Graphics,,512.0,SSD,11.0,60.0,65.0,,2.0,False,False,False,True,True,,Wi-Fi 6E (802.11ax),4065221930020.0,VFY:E5413MF5FMDE,,Notebooks
MSI Summit E16 Flip A13VET-079 i7-1360P/RTX4050/16GB/2TB W11H,2642.99,16.0,40.6,2560x1600,,2.1,16.9,358.0,258.6,Windows 11 Home,i7-1360P,16.0,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4050,2000.0,SSD,,82.0,120.0,,2.0,True,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4711377075794.0,001594-079,,Notebooks
MSI Creator Z16 HX Studio B13VGTO-051 i9-13950HX/RTX4070 W11P,4283.37,16.0,40.6,2560x1600,,2.35,18.4,359.0,256.0,Windows 11 Pro,Intel HM770,64.0,Intel® UHD Graphics,NVIDIA GeForce RTX 4070,2000.0,SSD,,90.0,280.0,,2.0,True,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4711377077415.0,0015G2-051,,Notebooks
Fujitsu LIFEBOOK U7413 FHD 14touch vpro i7 W11P,2122.8,14.0,35.6,1920x1080,,1.13,18.9,322.0,211.0,Windows 11 Pro,i7-1370P,32.0,Intel Iris Xe Graphics,,1.0,SSD,12.0,60.0,65.0,,2.0,True,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),4065221930495.0,VFY:U7413MF7HMDE,,Notebooks
Dell LATITUDE 7640 I5-1345U 16GB,1576.97,16.0,40.6,1920x1200,16:10,1.84,1.84,358.0,250.4,Windows 11 Pro,i5-1345U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,,4.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184808764.0,RXP08,,Notebooks
Lenovo TP X1 CARBON G10 I7-1255U 16GB,1864.83,14.0,35.6,3840x2400,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,Dolby Atmos,4.0,False,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),196801886179.0,21CB00B8GE,,Notebooks
Lenovo TP Z16 G1 R7 PRO 6850H 32GB 1TB SSD 16.0 WUXGA W11P 4G,1891.14,16.0,40.6,1920x1200,16:10,1.81,15.8,354.4,237.4,Windows 11 Pro,AMD SoC,32.0,AMD Radeon 680M,AMD Radeon RX 6500M,1.0,SSD,,72.0,135.0,Dolby Atmos,2.0,False,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),196801789104.0,21D4002UGE,,Notebooks
Lenovo ThinkPad P16 G2 i7-13700Hx 2x16GB/1TB A3500ADA W11P,3670.76,16.0,40.6,2560x1600,16:10,2.95,30.2,364.0,266.0,Windows 11 Pro,Intel WM790,32.0,Intel® UHD Graphics,NVIDIA RTX 3500,1.0,SSD,,94.0,230.0,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6 (802.11ax),197529521656.0,21FA000HGE,,Notebooks
Dell LATITUDE 5440 I5-1335U 8GB,976.99,14.0,35.6,1920x1080,16:9,1.39,1.91,321.4,212.0,Windows 11 Pro,i5-1335U,8.0,Intel Iris Xe Graphics,,256.0,SSD,,54.0,65.0,MaxxAudio,2.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184801567.0,X1FRK,,Notebooks
Lenovo L13 Yoga G3 I7-1255U 16GB,1286.89,13.3,33.8,1920x1200,16:10,1.32,17.1,305.0,218.0,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,46.0,65.0,Dolby Audio,2.0,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196380772269.0,21B5001BGE,,Notebooks
Acer Chromebook 311 C722 MT8183 - Schiefer Schwarz,276.8,6.0,29.5,1366x768,16:9,1.17,21.1,296.0,206.0,Chrome OS,MT8183,4.0,ARM Mali-G72 MP3,,32.0,eMMC,15.0,48.0,45.0,,2.0,False,False,False,True,True,4.2,Wi-Fi 5 (802.11ac),4710886480037.0,NX.A6UEG.001,,Notebooks
Lenovo Thinkpad P14S G4 R7P-7840U 16GB,1729.99,14.0,35.6,1920x1200,16:10,1.34,17.9,317.7,226.9,Windows 11 Pro,AMD SoC,16.0,AMD Radeon 780M,,512.0,SSD,,52.5,65.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197528118321.0,21K5000LGE,,Notebooks
FUJITSU CELSIUS H7613 I7-13850HX 2K 64GB 2TB SSD W11P RTX 3500,3926.9,16.0,40.6,2560x1600,16:10,2.53,26.4,370.0,264.5,Windows 11 Pro,i7-13850HX,64.0,Intel® UHD Graphics,NVIDIA RTX 3500,2.0,SSD,8.0,94.95,230.0,,2.0,False,True,True,True,True,5.2,Wi-Fi 6E (802.11ax),4065221953494.0,VFY:H7613W17BMDE,,Notebooks
Fujitsu Lifebook E5512A FHD AMD Ryzen 7 PRO 5875U 2x8GB 512GB W11P,1075.74,15.6,39.6,1920x1080,16:9,2.0,20.0,357.0,230.0,Windows 11 Pro,5875U,16.0,AMD Radeon Graphics,,512.0,SSD,9.5,65.0,,,,False,True,True,True,True,5.2,Wi-Fi 6 (802.11ax),4065221864479.0,VFY:E552AMHBAMDE,,Notebooks
Microsoft Surface Laptop 5 i7 16GB 256GB 2496x1664/Touch/black W10P,1767.33,15.0,38.1,2496x1664,3:2,1.56,14.7,340.0,244.0,Windows 10 Pro,i7-1265U,16.0,Intel Iris Xe Graphics,,256.0,SSD,17.0,47.4,65.0,Dolby Atmos,,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196388049554.0,RIA-00028,2022.0,Notebooks
